time,A,B,P12,P23
31.5,1830.775,1651.675,1850.675,1661.625
31.517,1830.775,1651.675,1851.05,1661.625
31.533,1830.775,1651.675,1852.55,1661.625
31.55,1830.775,1651.675,1854.05,1661.625
31.567,1830.775,1651.675,1855.55,1661.625
31.583,1830.775,1651.675,1857.05,1661.625
31.6,1830.775,1651.675,1858.55,1661.625
31.617,1830.775,1651.675,1860.05,1661.625
31.633,1832.175,1651.675,1861.225,1661.625
31.65,1833.675,1651.675,1862.725,1661.625
31.667,1835.175,1651.675,1864.225,1661.625
31.683,1836.675,1651.675,1865.725,1661.625
31.7,1838.175,1651.675,1867.225,1661.625
31.717,1839.675,1651.675,1868.725,1661.625
31.733,1840.725,1651.675,1870.225,1662.825
31.75,1841.6,1651.675,1870.575,1664.325
31.767,1843.1,1651.675,1870.575,1665.825
31.783,1844.6,1651.675,1870.575,1667.325
31.8,1846.1,1651.675,1870.575,1668.825
31.817,1847.6,1651.675,1870.575,1670.325
31.833,1849.1,1651.675,1870.575,1671.825
31.85,1850.6,1651.675,1870.575,1673.325
31.867,1850.675,1653.175,1870.575,1674.825
31.883,1850.675,1654.675,1870.575,1676.325
31.9,1850.675,1656.175,1871.0,1677.825
31.917,1850.675,1657.675,1872.5,1679.325
31.933,1850.675,1659.175,1874.0,1680.825
31.95,1850.675,1660.675,1875.5,1681.525
31.967,1850.675,1662.125,1877.0,1681.525
31.983,1850.675,1663.625,1878.5,1681.525
32.0,1850.675,1665.125,1880.0,1681.525
32.017,1850.675,1666.625,1880.525,1681.525
32.033,1850.675,1668.125,1880.525,1681.525
32.05,1850.675,1669.625,1880.525,1681.525
32.067,1851.375,1671.125,1880.525,1681.525
32.083,1852.875,1671.575,1880.525,1681.525
32.1,1854.375,1671.575,1880.525,1681.525
32.117,1855.875,1671.575,1880.525,1682.675
32.133,1857.375,1671.575,1880.525,1684.175
32.15,1858.875,1671.575,1880.525,1685.675
32.167,1860.375,1671.575,1880.525,1687.175
32.183,1860.625,1671.575,1880.525,1688.675
32.2,1860.625,1671.575,1880.525,1690.175
32.217,1860.625,1671.575,1881.2,1691.475
32.233,1860.625,1671.575,1882.7,1691.475
32.25,1860.625,1673.025,1884.2,1691.475
32.267,1860.625,1674.525,1885.7,1691.475
32.283,1860.625,1676.025,1887.2,1691.475
32.3,1860.625,1677.525,1888.7,1691.475
32.317,1860.625,1679.025,1890.2,1691.475
32.333,1860.625,1680.525,1891.7,1691.475
32.35,1860.625,1681.525,1893.2,1691.475
32.367,1860.625,1681.525,1894.7,1691.475
32.383,1860.625,1681.525,1896.2,1691.475
32.4,1860.675,1681.525,1897.7,1691.475
32.417,1862.175,1681.525,1899.2,1692.4
32.433,1863.675,1681.525,1900.425,1693.9
32.45,1865.175,1681.525,1900.425,1695.4
32.467,1866.675,1681.525,1900.425,1696.9
32.483,1868.175,1681.525,1900.425,1698.4
32.5,1869.675,1681.525,1900.425,1699.9
32.517,1870.925,1681.525,1900.425,1701.4
32.533,1872.425,1681.525,1900.425,1701.425
32.55,1873.925,1682.325,1900.425,1701.425
32.567,1875.425,1683.825,1900.425,1701.425
32.583,1876.925,1685.325,1900.425,1701.425
32.6,1878.425,1686.825,1901.925,1701.425
32.617,1879.925,1688.325,1903.425,1701.425
32.633,1880.525,1689.825,1904.925,1701.425
32.65,1880.525,1691.325,1906.425,1701.425
32.667,1880.525,1691.475,1907.925,1701.425
32.683,1880.525,1691.475,1909.425,1701.425
32.7,1880.525,1691.475,1910.375,1701.425
32.717,1880.525,1691.475,1910.375,1701.525
32.733,1880.525,1691.475,1910.375,1703.025
32.75,1880.525,1691.475,1910.375,1704.525
32.767,1880.525,1691.475,1910.375,1706.025
32.783,1880.525,1691.475,1910.375,1707.525
32.8,1881.1,1691.475,1910.375,1709.025
32.817,1882.6,1691.475,1911.55,1710.525
32.833,1884.1,1691.475,1913.05,1711.375
32.85,1885.6,1691.475,1914.55,1711.375
32.867,1887.1,1692.775,1916.05,1711.375
32.883,1888.6,1694.275,1917.55,1711.375
32.9,1890.1,1695.775,1919.05,1711.375
32.917,1890.625,1697.275,1920.325,1711.375
32.933,1892.125,1698.775,1920.325,1711.375
32.95,1893.625,1700.275,1920.325,1711.375
32.967,1895.125,1701.425,1920.325,1711.375
32.983,1896.625,1701.425,1920.325,1711.375
33.0,1898.125,1701.425,1920.325,1711.375
33.017,1899.625,1701.425,1920.325,1712.075
33.033,1900.425,1701.425,1920.325,1713.575
33.05,1900.425,1701.425,1920.325,1715.075
33.067,1900.425,1701.425,1920.325,1716.575
33.083,1900.425,1701.425,1920.325,1718.075
33.1,1900.425,1701.425,1920.325,1719.575
33.117,1900.425,1701.425,1921.35,1721.075
33.133,1900.425,1701.425,1922.85,1721.325
33.15,1900.425,1701.95,1924.35,1721.325
33.167,1900.425,1703.45,1925.85,1721.325
33.183,1900.425,1704.95,1927.35,1721.325
33.2,1900.425,1706.45,1928.85,1721.325
33.217,1900.425,1707.95,1930.275,1721.325
33.233,1901.725,1709.45,1931.5,1721.325
33.25,1903.225,1710.95,1933.0,1721.325
33.267,1904.725,1711.375,1934.5,1721.325
33.283,1906.225,1711.375,1936.0,1721.325
33.3,1907.725,1711.375,1937.5,1721.325
33.317,1909.225,1711.375,1939.0,1721.325
33.333,1910.725,1711.375,1940.225,1721.325
33.35,1912.225,1711.375,1940.225,1721.325
33.367,1913.725,1711.375,1940.225,1721.325
33.383,1915.225,1711.375,1940.225,1721.325
33.4,1916.725,1711.375,1940.225,1721.325
33.417,1918.225,1711.375,1940.225,1721.325
33.433,1919.725,1711.375,1940.225,1721.325
33.45,1920.325,1711.375,1940.225,1722.6
33.467,1920.325,1711.375,1940.225,1724.1
33.483,1920.325,1711.375,1940.225,1725.6
33.5,1920.325,1711.375,1941.5,1727.1
33.517,1920.325,1711.375,1943.0,1728.6
33.533,1920.325,1711.375,1944.5,1730.1
33.55,1920.325,1711.375,1946.0,1731.275
33.567,1920.325,1712.075,1947.5,1731.275
33.583,1920.325,1713.575,1949.0,1731.275
33.6,1920.325,1715.075,1950.5,1731.275
33.617,1920.325,1716.575,1952.0,1731.275
33.633,1920.325,1718.075,1953.5,1731.275
33.65,1920.45,1719.575,1955.0,1731.275
33.667,1921.95,1721.075,1956.5,1731.275
33.683,1923.45,1721.325,1958.0,1731.275
33.7,1924.95,1721.325,1959.5,1731.65
33.717,1926.45,1721.325,1960.125,1733.15
33.733,1927.95,1721.325,1960.125,1734.65
33.75,1929.45,1721.325,1960.125,1736.15
33.767,1930.275,1721.325,1960.125,1737.65
33.783,1930.275,1721.325,1960.125,1739.15
33.8,1930.275,1721.325,1960.125,1740.65
33.817,1930.275,1721.325,1960.125,1741.225
33.833,1930.275,1721.325,1960.125,1741.225
33.85,1930.275,1722.375,1960.125,1741.225
33.867,1930.275,1723.875,1960.125,1741.225
33.883,1930.275,1725.375,1960.125,1741.225
33.9,1930.275,1726.875,1960.6,1741.225
33.917,1930.275,1728.375,1962.1,1741.225
33.933,1930.275,1729.875,1963.6,1741.225
33.95,1930.275,1731.275,1965.1,1741.225
33.967,1930.275,1731.275,1966.6,1741.225
33.983,1930.275,1731.275,1968.1,1741.225
34.0,1931.1,1731.275,1969.6,1741.225
34.017,1932.6,1731.275,1970.075,1741.225
34.033,1934.1,1731.275,1970.075,1741.225
34.05,1935.6,1731.275,1970.075,1741.225
34.067,1937.1,1731.275,1970.075,1741.225
34.083,1938.6,1731.275,1970.075,1741.225
34.1,1940.1,1731.275,1970.075,1741.225
34.117,1940.225,1731.275,1970.075,1741.225
34.133,1940.225,1731.275,1970.075,1741.225
34.15,1940.225,1731.275,1970.075,1741.225
34.167,1940.225,1731.275,1970.075,1741.225
34.183,1940.225,1731.275,1970.075,1741.225
34.2,1940.225,1731.275,1970.25,1741.225
34.217,1940.225,1731.275,1971.75,1741.225
34.233,1940.225,1731.275,1973.25,1741.225
34.25,1940.225,1731.275,1974.75,1741.225
34.267,1940.225,1731.275,1976.25,1741.225
34.283,1940.225,1731.275,1977.75,1741.225
34.3,1940.225,1731.275,1979.25,1741.225
34.317,1941.45,1731.275,1980.75,1741.225
34.333,1942.95,1731.275,1982.25,1741.225
34.35,1944.45,1731.275,1983.75,1741.225
34.367,1945.95,1731.275,1985.25,1741.225
34.383,1947.45,1731.275,1986.75,1741.225
34.4,1948.95,1731.275,1988.25,1741.225
34.417,1950.2,1731.275,1989.75,1741.225
34.433,1951.7,1731.275,1989.975,1741.225
34.45,1953.2,1731.275,1989.975,1741.225
34.467,1954.7,1731.275,1989.975,1741.225
34.483,1956.2,1731.275,1989.975,1741.225
34.5,1957.7,1731.275,1989.975,1741.225
34.517,1959.2,1731.275,1989.975,1742.5
34.533,1960.125,1731.275,1989.975,1744.0
34.55,1960.125,1731.275,1989.975,1745.5
34.567,1960.125,1731.275,1989.975,1747.0
34.583,1960.125,1731.275,1990.1,1748.5
34.6,1960.125,1731.275,1991.6,1750.0
34.617,1960.125,1731.275,1993.1,1751.175
34.633,1960.125,1731.275,1994.6,1751.175
34.65,1960.125,1732.525,1996.1,1751.175
34.667,1960.125,1734.025,1997.6,1751.175
34.683,1960.125,1735.525,1999.1,1751.175
34.7,1960.125,1737.025,1999.925,1751.175
34.717,1960.125,1738.525,1999.925,1751.175
34.733,1960.125,1740.025,1999.925,1751.175
34.75,1960.525,1741.225,1999.925,1751.175
34.767,1962.025,1741.225,1999.925,1751.175
34.783,1963.525,1741.225,1999.925,1751.175
34.8,1965.025,1741.225,1999.925,1752.375
34.817,1966.525,1741.225,1999.925,1753.875
34.833,1968.025,1741.225,1999.925,1755.375
34.85,1969.525,1741.225,1999.925,1756.875
34.867,1970.075,1741.225,1999.925,1758.375
34.883,1970.075,1741.225,1999.925,1759.875
34.9,1970.075,1741.225,1999.925,1761.125
34.917,1970.075,1741.225,1999.925,1761.125
34.933,1970.075,1741.8,1999.925,1761.125
34.95,1970.075,1743.3,1999.925,1761.125
34.967,1970.075,1744.8,1999.925,1761.125
34.983,1970.075,1746.3,1999.95,1761.125
35.0,1970.075,1747.8,2001.45,1761.125
35.017,1970.075,1749.3,2002.95,1761.125
35.033,1970.075,1750.8,2004.45,1761.125
35.05,1970.075,1751.175,2005.95,1761.125
35.067,1970.075,1751.175,2007.45,1761.125
35.083,1970.075,1751.175,2008.95,1761.125
35.1,1970.55,1751.175,2009.875,1761.125
35.117,1972.05,1751.175,2009.875,1761.125
35.133,1973.55,1751.175,2009.875,1761.125
35.15,1975.05,1751.175,2009.875,1761.125
35.167,1976.55,1751.175,2009.875,1761.125
35.183,1978.05,1751.175,2009.875,1761.125
35.2,1979.55,1751.175,2009.875,1761.125
35.217,1980.025,1751.175,2009.875,1761.125
35.233,1980.025,1751.175,2009.875,1761.125
35.25,1980.025,1751.175,2009.875,1761.125
35.267,1980.025,1751.175,2009.875,1761.125
35.283,1980.025,1751.175,2010.375,1761.125
35.3,1980.025,1751.175,2011.875,1761.125
35.317,1980.025,1751.175,2013.375,1761.125
35.333,1980.025,1751.175,2014.875,1761.125
35.35,1980.025,1751.175,2016.375,1761.125
35.367,1980.025,1751.175,2017.875,1761.125
35.383,1980.125,1751.175,2019.375,1761.125
35.4,1981.625,1751.175,2020.5,1761.125
35.417,1983.125,1751.175,2022.0,1761.125
35.433,1984.625,1751.175,2023.5,1761.125
35.45,1986.125,1751.175,2025.0,1761.125
35.467,1987.625,1751.175,2026.5,1761.125
35.483,1989.125,1751.175,2028.0,1761.125
35.5,1989.975,1751.175,2029.5,1761.125
35.517,1991.15,1751.175,2029.775,1761.125
35.533,1992.65,1751.175,2029.775,1761.125
35.55,1994.15,1751.175,2029.775,1761.125
35.567,1995.65,1751.175,2029.775,1761.125
35.583,1997.15,1751.175,2029.775,1761.125
35.6,1998.65,1751.175,2029.775,1761.125
35.617,1999.925,1751.175,2029.775,1761.725
35.633,1999.925,1751.175,2029.775,1763.225
35.65,1999.925,1751.175,2029.775,1764.725
35.667,1999.925,1751.175,2029.775,1766.225
35.683,1999.925,1751.175,2030.725,1767.725
35.7,1999.925,1751.175,2032.225,1769.225
35.717,1999.925,1751.175,2033.725,1770.725
35.733,1999.925,1751.175,2035.225,1771.075
35.75,1999.925,1751.525,2036.725,1771.075
35.767,1999.925,1753.025,2038.225,1771.075
35.783,1999.925,1754.525,2039.725,1771.075
35.8,1999.925,1756.025,2039.725,1771.075
35.817,1999.925,1757.525,2039.725,1771.075
35.833,1999.925,1759.025,2039.725,1771.075
35.85,2000.875,1760.525,2039.725,1771.075
35.867,2002.375,1761.125,2039.725,1771.075
35.883,2003.875,1761.125,2039.725,1771.4
35.9,2005.375,1761.125,2039.725,1772.9
35.917,2006.875,1761.125,2039.725,1774.4
35.933,2008.375,1761.125,2039.725,1775.9
35.95,2009.875,1761.125,2039.725,1777.4
35.967,2009.875,1761.125,2039.725,1778.9
35.983,2009.875,1761.125,2039.725,1780.4
36.0,2009.875,1761.125,2039.725,1781.025
36.017,2009.875,1761.25,2039.725,1781.025
36.033,2009.875,1762.75,2039.725,1781.025
36.05,2009.875,1764.25,2039.725,1781.025
36.067,2009.875,1765.75,2039.725,1781.025
36.083,2009.875,1767.25,2039.725,1781.025
36.1,2009.875,1768.75,2039.725,1781.025
36.117,2009.875,1770.25,2039.725,1781.025
36.133,2009.875,1771.075,2040.625,1781.025
36.15,2009.875,1771.075,2042.125,1781.025
36.167,2009.875,1771.075,2043.625,1781.025
36.183,2009.875,1771.075,2045.125,1781.025
36.2,2009.875,1771.075,2046.625,1781.025
36.217,2009.875,1771.075,2048.125,1781.025
36.233,2009.875,1771.075,2049.625,1781.025
36.25,2011.3,1771.075,2049.675,1781.025
36.267,2012.8,1771.075,2049.675,1781.025
36.283,2014.3,1771.075,2049.675,1781.025
36.3,2015.8,1771.075,2049.675,1781.025
36.317,2017.3,1771.075,2049.675,1781.025
36.333,2018.8,1771.075,2049.675,1781.025
36.35,2019.825,1771.075,2049.675,1781.025
36.367,2019.825,1771.075,2049.725,1781.025
36.383,2019.825,1771.075,2051.225,1781.025
36.4,2019.825,1771.075,2052.725,1781.025
36.417,2019.825,1771.075,2054.225,1781.025
36.433,2019.825,1771.075,2055.725,1781.025
36.45,2019.825,1771.075,2057.225,1781.025
36.467,2021.25,1771.075,2058.725,1781.025
36.483,2022.75,1771.075,2059.625,1781.025
36.5,2024.25,1771.075,2059.625,1781.025
36.517,2025.75,1771.075,2059.95,1781.025
36.533,2027.25,1771.075,2061.45,1781.025
36.55,2028.75,1771.075,2062.95,1781.025
36.567,2030.25,1771.075,2064.45,1781.025
36.583,2031.75,1771.075,2065.95,1781.025
36.6,2033.25,1771.075,2067.45,1781.025
36.617,2034.75,1771.075,2068.95,1781.025
36.633,2036.25,1771.075,2069.575,1781.025
36.65,2037.75,1771.075,2069.575,1781.025
36.667,2039.25,1771.075,2069.575,1781.025
36.683,2040.75,1771.075,2069.575,1781.025
36.7,2042.25,1771.075,2069.575,1781.025
36.717,2043.75,1771.075,2069.575,1781.025
36.733,2045.25,1771.075,2069.575,1781.875
